airline,origin,dest,month,day_of_week,sched_dep_hour,distance,is_weekend,is_peak_hour,is_holiday_season,temperature_f,wind_speed_mph,precipitation_in,visibility_miles,origin_congestion_index,dest_congestion_index,delay_minutes,delayed
F9,ATL,JFK,12,1,12,1181,0,0,1,68.7,9.5,0.021,8.74,0.8,0.9,23,1
F9,JFK,DEN,8,0,18,1579,0,1,0,30.0,14.1,0.025,8.17,0.9,0.6,0,0
AA,DFW,JFK,6,5,19,1867,1,0,0,47.7,6.6,0.016,9.3,0.7,0.9,0,0
B6,SEA,LAS,5,1,18,1811,0,1,0,59.2,10.5,0.092,8.44,0.5,0.55,0,0
DL,LAX,LAS,2,5,19,1503,1,0,0,46.1,17.3,0.142,9.35,0.75,0.55,0,0
B6,ATL,SFO,1,3,14,2341,0,0,0,79.5,9.7,0.04,10.0,0.8,0.8,0,0
AA,LAS,ORD,11,6,9,998,1,0,1,49.5,12.5,0.039,8.48,0.55,0.85,28,1
B6,JFK,DFW,11,5,10,527,1,0,1,52.8,9.5,0.0,7.82,0.9,0.7,34,1
AA,SEA,ORD,7,1,17,423,0,1,0,28.1,12.3,0.004,8.58,0.5,0.85,0,0
DL,JFK,ORD,10,1,18,1392,0,1,0,55.7,16.4,0.047,6.46,0.9,0.85,0,0
F9,LAX,LAS,11,3,17,1461,0,1,1,62.6,13.2,0.037,10.0,0.75,0.55,112,1
B6,SFO,ATL,1,5,19,2578,1,0,0,55.4,12.3,0.098,9.78,0.8,0.8,46,1
AS,ORD,DEN,2,3,7,2089,0,1,0,53.2,21.4,0.018,9.23,0.85,0.6,22,1
NK,ORD,JFK,9,0,13,1975,0,0,0,36.6,18.6,0.05,8.71,0.85,0.9,0,0
UA,SEA,SFO,12,0,13,1661,0,0,1,61.7,7.6,0.031,10.0,0.5,0.8,34,1
NK,ATL,DFW,3,4,12,295,0,0,0,52.9,2.1,0.021,10.0,0.8,0.7,0,0
B6,SEA,DFW,9,4,5,2308,0,0,0,30.9,7.3,0.02,7.93,0.5,0.7,0,0
DL,MCO,ORD,11,3,14,1310,0,0,1,77.4,14.2,0.023,8.59,0.6,0.85,0,0
DL,SFO,ATL,10,2,12,1505,0,0,0,87.1,6.7,0.002,10.0,0.8,0.8,0,0
WN,LAX,SEA,8,2,9,1235,0,0,0,51.9,17.4,0.141,6.88,0.75,0.5,83,1
DL,SFO,LAX,4,3,6,1195,0,0,0,77.5,14.4,0.035,7.28,0.8,0.75,0,0
WN,LAX,MCO,1,0,12,798,0,0,0,39.7,8.9,0.071,7.89,0.75,0.6,33,1
UA,DEN,JFK,4,3,14,994,0,0,0,65.4,13.4,0.01,8.97,0.6,0.9,0,0
AS,DFW,SFO,8,4,14,2568,0,0,0,43.5,14.9,0.003,7.19,0.7,0.8,74,1
WN,LAX,MCO,5,4,16,918,0,1,0,70.4,13.7,0.016,7.04,0.75,0.6,0,0
B6,MCO,ORD,2,3,10,571,0,0,0,75.8,21.9,0.005,7.5,0.6,0.85,55,1
DL,SFO,ATL,8,1,17,1188,0,1,0,115.1,4.6,0.036,9.74,0.8,0.8,0,0
B6,JFK,MCO,10,3,18,971,0,1,0,40.7,0.5,0.001,4.96,0.9,0.6,0,0
B6,MCO,ORD,4,5,12,500,1,0,0,73.5,15.7,0.131,8.89,0.6,0.85,38,1
UA,DEN,ORD,9,1,14,228,0,0,0,48.1,6.7,0.006,10.0,0.6,0.85,0,0
NK,DEN,DFW,4,1,15,2582,0,0,0,50.3,8.0,0.016,10.0,0.6,0.7,0,0
B6,ORD,DFW,9,4,8,1918,0,1,0,60.0,0.0,0.034,10.0,0.85,0.7,20,1
F9,MCO,LAX,2,1,15,1650,0,0,0,37.8,18.8,0.014,9.43,0.6,0.75,0,0
DL,SEA,ORD,11,6,18,435,1,1,1,79.0,6.8,0.029,5.68,0.5,0.85,0,0
AS,SFO,JFK,2,2,6,2019,0,0,0,44.7,12.1,0.021,10.0,0.8,0.9,0,0
F9,SEA,SFO,3,0,15,982,0,0,0,54.7,0.0,0.019,7.07,0.5,0.8,0,0
NK,DEN,DFW,11,0,15,1737,0,0,1,65.5,7.0,0.031,5.96,0.6,0.7,0,0
AS,DEN,SEA,11,0,10,642,0,0,1,59.0,10.8,0.06,8.92,0.6,0.5,0,0
DL,DFW,MCO,6,2,16,1833,0,1,0,101.4,9.6,0.008,8.61,0.7,0.6,0,0
WN,MCO,SEA,6,4,8,563,0,1,0,88.5,11.1,0.028,10.0,0.6,0.5,0,0
AA,DEN,LAX,6,6,12,1762,1,0,0,102.0,14.1,0.002,10.0,0.6,0.75,0,0
NK,ORD,ATL,1,6,16,1009,1,1,0,14.5,19.9,0.022,10.0,0.85,0.8,35,1
F9,JFK,DFW,3,3,13,1989,0,0,0,66.8,0.0,0.201,10.0,0.9,0.7,47,1
DL,JFK,ORD,12,6,8,669,1,1,1,34.9,14.8,0.072,9.67,0.9,0.85,0,0
AA,LAX,ORD,12,1,10,1834,0,0,1,35.0,12.5,0.028,8.64,0.75,0.85,0,0
UA,DFW,LAS,12,1,16,589,0,1,1,59.4,18.8,0.012,10.0,0.7,0.55,0,0
AS,DFW,ORD,9,5,21,498,1,0,0,51.5,6.6,0.001,10.0,0.7,0.85,0,0
AA,LAX,SFO,1,5,5,1103,1,0,0,54.6,15.8,0.026,10.0,0.75,0.8,0,0
DL,ATL,SEA,11,2,8,1008,0,1,1,28.9,4.1,0.001,8.15,0.8,0.5,32,1
UA,ATL,JFK,10,6,7,2514,1,1,0,62.8,14.8,0.045,7.58,0.8,0.9,160,1
B6,DFW,MCO,9,1,17,1542,0,1,0,41.7,7.4,0.096,10.0,0.7,0.6,0,0
F9,MCO,JFK,10,1,19,1379,0,0,0,45.4,11.2,0.002,10.0,0.6,0.9,85,1
DL,SFO,ATL,7,3,17,718,0,1,0,63.3,13.4,0.01,9.39,0.8,0.8,0,0
F9,SFO,DFW,10,6,18,1758,1,1,0,72.0,6.7,0.0,7.88,0.8,0.7,116,1
F9,MCO,SEA,8,4,7,2245,0,1,0,45.7,8.9,0.02,8.19,0.6,0.5,0,0
NK,SEA,ATL,4,4,8,533,0,1,0,64.9,5.5,0.001,8.75,0.5,0.8,0,0
DL,DFW,ORD,7,2,6,1434,0,0,0,59.1,12.7,0.037,10.0,0.7,0.85,0,0
AS,ORD,MCO,9,6,19,919,1,0,0,38.6,15.3,0.039,10.0,0.85,0.6,0,0
AS,ORD,MCO,7,2,9,2476,0,0,0,66.8,5.1,0.003,7.7,0.85,0.6,15,1
AA,LAX,DFW,1,3,20,1012,0,0,0,24.4,7.7,0.005,6.85,0.75,0.7,0,0
DL,DEN,SFO,8,4,17,1564,0,1,0,49.7,15.8,0.015,10.0,0.6,0.8,0,0
AA,SEA,LAX,1,1,6,426,0,0,0,40.1,13.3,0.185,9.34,0.5,0.75,0,0
AS,LAX,DEN,9,5,15,1509,1,0,0,78.0,17.1,0.035,5.84,0.75,0.6,31,1
UA,LAX,JFK,11,6,6,1924,1,0,1,71.1,3.0,0.003,10.0,0.75,0.9,0,0
AS,LAS,MCO,7,5,16,1247,1,1,0,76.4,4.2,0.001,7.46,0.55,0.6,71,1
NK,DFW,ORD,7,4,8,2232,0,1,0,63.3,15.7,0.013,6.41,0.7,0.85,64,1
DL,LAX,DEN,5,2,14,1550,0,0,0,40.3,11.7,0.028,7.98,0.75,0.6,49,1
NK,LAS,SEA,2,4,20,2057,0,0,0,46.8,10.5,0.005,6.94,0.55,0.5,0,0
AS,DFW,LAX,7,6,13,1554,1,0,0,50.0,16.5,0.009,10.0,0.7,0.75,0,0
UA,SFO,SEA,8,4,10,1753,0,0,0,65.0,7.5,0.309,8.57,0.8,0.5,0,0
AS,SEA,DEN,1,4,21,1462,0,0,0,66.9,19.3,0.161,9.12,0.5,0.6,23,1
F9,LAX,MCO,7,3,7,844,0,1,0,62.5,15.4,0.111,8.15,0.75,0.6,0,0
B6,LAS,ATL,2,0,17,1347,0,1,0,64.0,18.9,0.01,10.0,0.55,0.8,0,0
AS,SFO,DEN,5,1,20,1414,0,0,0,26.1,8.0,0.009,8.45,0.8,0.6,0,0
WN,SFO,DFW,8,0,19,1917,0,0,0,90.4,13.9,0.034,8.41,0.8,0.7,74,1
F9,ATL,LAS,9,6,12,2171,1,0,0,45.5,8.3,0.004,8.04,0.8,0.55,0,0
AS,LAX,ATL,8,2,9,2027,0,0,0,68.7,3.6,0.098,8.0,0.75,0.8,0,0
UA,ORD,DEN,12,5,5,1860,1,0,1,39.5,12.9,0.003,10.0,0.85,0.6,0,0
AA,ORD,MCO,1,0,19,817,0,0,0,38.0,12.5,0.005,8.93,0.85,0.6,0,0
UA,LAX,DEN,6,2,19,2520,0,0,0,45.7,4.8,0.024,9.96,0.75,0.6,0,0
WN,LAS,SEA,11,1,21,905,0,0,1,47.2,16.8,0.202,5.74,0.55,0.5,0,0
B6,JFK,ORD,4,5,19,700,1,0,0,59.3,0.0,0.144,8.52,0.9,0.85,0,0
UA,SEA,SFO,5,2,20,2361,0,0,0,82.1,10.0,0.016,10.0,0.5,0.8,0,0
NK,LAX,DEN,8,4,13,867,0,0,0,93.8,14.0,0.097,10.0,0.75,0.6,0,0
NK,MCO,JFK,3,0,14,2143,0,0,0,54.9,21.6,0.003,9.07,0.6,0.9,106,1
NK,SEA,DEN,12,3,13,316,0,0,1,49.3,2.7,0.004,10.0,0.5,0.6,0,0
NK,SEA,JFK,2,1,10,1019,0,0,0,63.9,13.7,0.029,6.49,0.5,0.9,0,0
F9,LAS,MCO,2,0,9,2244,0,0,0,75.6,19.1,0.028,8.31,0.55,0.6,0,0
AS,MCO,LAX,12,3,16,1227,0,1,1,70.5,13.1,0.075,10.0,0.6,0.75,0,0
NK,JFK,LAS,1,3,15,2209,0,0,0,54.8,13.6,0.011,6.76,0.9,0.55,60,1
B6,LAX,DFW,9,1,6,308,0,0,0,70.7,8.8,0.091,9.69,0.75,0.7,0,0
WN,SEA,ORD,9,5,11,902,1,0,0,69.8,4.8,0.057,6.21,0.5,0.85,0,0
B6,JFK,LAS,11,2,22,772,0,0,1,68.0,10.7,0.04,9.98,0.9,0.55,39,1
DL,LAX,SFO,4,1,11,1774,0,0,0,36.2,2.3,0.023,10.0,0.75,0.8,0,0
NK,DEN,ORD,4,1,22,1416,0,0,0,54.0,14.3,0.023,9.2,0.6,0.85,0,0
B6,SFO,ORD,11,4,7,655,0,1,1,88.9,16.8,0.101,9.52,0.8,0.85,103,1
AS,DFW,LAS,7,4,9,1912,0,0,0,70.5,5.9,0.007,9.17,0.7,0.55,0,0
DL,ATL,DEN,6,6,18,913,1,1,0,38.6,12.5,0.015,10.0,0.8,0.6,47,1
F9,DFW,ORD,11,3,21,790,0,0,1,35.9,14.5,0.033,8.98,0.7,0.85,0,0
UA,SFO,LAS,11,4,18,911,0,1,1,45.6,8.0,0.191,10.0,0.8,0.55,40,1
F9,ATL,DFW,6,5,13,417,1,0,0,77.4,22.1,0.061,10.0,0.8,0.7,15,1
AS,ORD,LAS,3,5,22,1216,1,0,0,46.2,7.8,0.002,5.66,0.85,0.55,0,0
AA,JFK,ATL,2,4,10,778,0,0,0,38.7,7.3,0.13,8.24,0.9,0.8,0,0
NK,SFO,LAS,11,5,11,1952,1,0,1,73.1,17.5,0.013,8.71,0.8,0.55,0,0
B6,ORD,LAX,10,5,19,2252,1,0,0,32.0,18.3,0.024,7.72,0.85,0.75,128,1
F9,MCO,SFO,3,1,13,1939,0,0,0,64.6,15.7,0.026,9.99,0.6,0.8,0,0
AA,ATL,ORD,9,1,9,2266,0,0,0,67.2,7.9,0.009,8.65,0.8,0.85,0,0
WN,LAS,JFK,5,2,13,827,0,0,0,68.8,12.6,0.013,5.46,0.55,0.9,19,1
NK,LAX,LAS,7,1,11,733,0,0,0,62.5,7.8,0.029,9.33,0.75,0.55,0,0
WN,SFO,DEN,6,4,16,387,0,1,0,58.5,0.3,0.003,10.0,0.8,0.6,0,0
B6,DEN,JFK,12,1,22,1466,0,0,1,34.0,8.2,0.008,9.9,0.6,0.9,77,1
B6,ORD,JFK,6,5,16,1196,1,1,0,57.4,10.4,0.006,7.42,0.85,0.9,69,1
AS,SEA,JFK,12,1,19,2448,0,0,1,48.2,22.0,0.028,10.0,0.5,0.9,27,1
NK,JFK,LAS,8,5,12,1706,1,0,0,52.0,7.6,0.035,7.62,0.9,0.55,0,0
B6,LAS,MCO,8,4,13,1215,0,0,0,53.4,1.7,0.024,7.57,0.55,0.6,29,1
B6,SFO,DEN,11,4,14,1766,0,0,1,56.4,4.0,0.052,5.52,0.8,0.6,0,0
F9,JFK,DFW,5,5,12,1264,1,0,0,76.6,12.2,0.008,10.0,0.9,0.7,0,0
AA,SFO,LAS,11,4,5,1024,0,0,1,43.1,6.0,0.043,8.66,0.8,0.55,0,0
NK,ORD,LAX,3,1,7,2160,0,1,0,38.1,9.2,0.0,10.0,0.85,0.75,0,0
B6,ORD,LAX,7,6,13,1910,1,0,0,33.4,9.1,0.061,6.8,0.85,0.75,39,1
B6,LAX,JFK,7,5,21,2479,1,0,0,45.0,10.8,0.023,9.61,0.75,0.9,0,0
B6,SFO,SEA,3,3,6,1098,0,0,0,52.4,7.0,0.028,9.19,0.8,0.5,0,0
NK,ATL,JFK,11,1,11,1523,0,0,1,54.1,9.6,0.013,9.35,0.8,0.9,21,1
F9,DEN,DFW,1,1,10,1544,0,0,0,55.1,16.8,0.016,8.34,0.6,0.7,0,0
B6,DFW,JFK,1,4,13,366,0,0,0,8.0,12.4,0.015,10.0,0.7,0.9,0,0
DL,DFW,LAS,4,4,19,626,0,0,0,61.6,0.6,0.016,8.94,0.7,0.55,0,0
B6,DEN,MCO,12,5,17,468,1,1,1,19.1,5.9,0.083,10.0,0.6,0.6,52,1
UA,ATL,MCO,12,2,11,416,0,0,1,57.2,5.7,0.004,6.64,0.8,0.6,0,0
AS,SEA,ORD,1,4,8,2382,0,1,0,51.0,6.6,0.171,7.67,0.5,0.85,0,0
DL,ATL,DFW,1,2,8,372,0,1,0,61.3,2.6,0.11,9.03,0.8,0.7,0,0
DL,ATL,DEN,1,4,6,2232,0,0,0,21.3,6.2,0.054,6.04,0.8,0.6,34,1
WN,LAX,ATL,10,1,12,587,0,0,0,48.3,11.1,0.012,9.52,0.75,0.8,0,0
B6,DFW,JFK,4,5,13,2512,1,0,0,34.4,2.8,0.033,6.93,0.7,0.9,0,0
F9,ATL,DEN,6,4,17,1791,0,1,0,81.6,12.3,0.056,10.0,0.8,0.6,0,0
AA,LAS,ORD,5,4,10,2170,0,0,0,59.1,16.5,0.029,8.75,0.55,0.85,0,0
WN,LAS,SFO,7,1,16,779,0,1,0,60.5,0.0,0.087,10.0,0.55,0.8,0,0
UA,SFO,LAS,11,1,10,945,0,0,1,55.7,6.6,0.031,6.96,0.8,0.55,0,0
AA,MCO,ORD,2,5,16,875,1,1,0,80.6,8.7,0.001,9.56,0.6,0.85,0,0
AA,MCO,ORD,1,5,12,1249,1,0,0,25.4,7.8,0.052,6.72,0.6,0.85,0,0
UA,SFO,ATL,6,3,20,2415,0,0,0,54.5,6.5,0.008,7.74,0.8,0.8,0,0
WN,JFK,LAS,3,1,8,680,0,1,0,64.9,23.3,0.017,8.36,0.9,0.55,0,0
AS,DEN,LAX,6,2,10,2377,0,0,0,64.6,13.4,0.014,9.24,0.6,0.75,0,0
F9,SFO,LAS,10,4,14,1015,0,0,0,66.5,3.2,0.028,7.26,0.8,0.55,0,0
NK,SEA,LAX,8,6,12,1124,1,0,0,38.0,7.7,0.18,9.17,0.5,0.75,0,0
NK,SFO,SEA,8,0,12,539,0,0,0,61.7,9.2,0.015,6.33,0.8,0.5,0,0
WN,JFK,SFO,1,3,19,280,0,0,0,51.1,18.8,0.012,9.66,0.9,0.8,0,0
F9,ATL,LAX,3,3,14,991,0,0,0,72.8,14.2,0.001,9.44,0.8,0.75,0,0
DL,LAX,DFW,8,3,16,872,0,1,0,45.2,9.6,0.056,4.73,0.75,0.7,45,1
DL,LAS,MCO,9,2,22,807,0,0,0,52.9,7.5,0.026,10.0,0.55,0.6,0,0
B6,DFW,ORD,10,0,20,1878,0,0,0,29.1,7.8,0.101,10.0,0.7,0.85,18,1
F9,LAX,SEA,7,4,20,2364,0,0,0,56.0,12.8,0.044,7.38,0.75,0.5,87,1
AS,DFW,ATL,1,5,21,2002,1,0,0,60.1,16.6,0.016,9.91,0.7,0.8,0,0
UA,ATL,JFK,2,3,15,406,0,0,0,38.4,17.8,0.071,9.28,0.8,0.9,101,1
DL,ORD,LAS,7,6,17,1647,1,1,0,46.2,11.7,0.046,6.88,0.85,0.55,0,0
B6,DEN,SEA,1,3,8,1367,0,1,0,112.2,14.9,0.059,10.0,0.6,0.5,0,0
B6,DEN,JFK,6,1,13,2250,0,0,0,52.9,17.3,0.055,7.21,0.6,0.9,66,1
NK,SFO,ATL,1,3,13,1405,0,0,0,59.6,4.3,0.041,9.34,0.8,0.8,0,0
AS,MCO,SFO,4,2,13,2157,0,0,0,70.9,10.4,0.048,6.83,0.6,0.8,65,1
AS,LAS,DFW,9,6,5,2544,1,0,0,102.4,9.9,0.044,9.5,0.55,0.7,186,1
AA,DEN,ORD,4,0,8,379,0,1,0,83.0,5.8,0.005,6.02,0.6,0.85,0,0
NK,DFW,SEA,6,1,17,649,0,1,0,85.0,8.7,0.002,10.0,0.7,0.5,0,0
B6,MCO,ATL,1,3,20,2115,0,0,0,47.6,12.2,0.06,10.0,0.6,0.8,0,0
AS,SEA,DEN,10,6,14,299,1,0,0,38.5,6.6,0.005,9.69,0.5,0.6,0,0
F9,SFO,DFW,12,0,16,2455,0,1,1,32.7,22.2,0.05,9.83,0.8,0.7,48,1
AA,LAS,ORD,2,4,15,401,0,0,0,31.1,8.1,0.046,8.72,0.55,0.85,0,0
DL,DFW,SFO,12,0,17,1774,0,1,1,42.2,16.1,0.06,7.28,0.7,0.8,108,1
F9,SEA,LAX,8,6,22,2586,1,0,0,43.8,14.3,0.015,8.06,0.5,0.75,109,1
DL,SEA,ATL,12,4,8,607,0,1,1,83.2,15.6,0.12,9.78,0.5,0.8,23,1
AS,ORD,LAS,11,3,10,1435,0,0,1,90.5,7.1,0.035,8.59,0.85,0.55,0,0
UA,ORD,ATL,7,3,16,632,0,1,0,61.3,12.3,0.043,7.6,0.85,0.8,35,1
AS,MCO,JFK,12,3,11,1091,0,0,1,54.7,26.6,0.003,4.71,0.6,0.9,51,1
AA,LAS,DFW,9,3,10,931,0,0,0,50.2,5.3,0.033,7.55,0.55,0.7,0,0
DL,JFK,ORD,3,2,5,2507,0,0,0,68.5,14.1,0.079,10.0,0.9,0.85,0,0
DL,DEN,LAX,4,2,11,924,0,0,0,62.7,7.6,0.063,8.23,0.6,0.75,0,0
WN,SFO,DEN,6,1,14,1960,0,0,0,43.9,0.0,0.051,9.68,0.8,0.6,0,0
DL,ATL,SEA,9,4,10,307,0,0,0,46.5,14.2,0.023,8.08,0.8,0.5,64,1
F9,DEN,SFO,12,6,9,424,1,0,1,46.8,12.1,0.001,6.2,0.6,0.8,0,0
DL,MCO,LAS,8,5,12,2528,1,0,0,32.8,9.3,0.137,5.93,0.6,0.55,73,1
NK,SEA,DFW,7,6,14,2281,1,0,0,30.7,18.0,0.003,10.0,0.5,0.7,0,0
NK,LAS,ORD,2,5,13,245,1,0,0,41.6,6.4,0.059,8.62,0.55,0.85,0,0
WN,LAS,ORD,10,0,10,2004,0,0,0,64.4,9.7,0.023,10.0,0.55,0.85,0,0
UA,JFK,LAS,8,5,22,788,1,0,0,82.2,11.6,0.102,10.0,0.9,0.55,0,0
F9,ATL,SEA,9,5,9,2585,1,0,0,63.1,3.0,0.016,6.23,0.8,0.5,73,1
DL,JFK,SEA,2,2,21,316,0,0,0,42.4,18.3,0.019,7.17,0.9,0.5,0,0
DL,DFW,DEN,9,3,10,726,0,0,0,67.6,10.1,0.035,8.84,0.7,0.6,0,0
B6,ATL,JFK,5,0,11,1888,0,0,0,104.4,6.9,0.025,7.84,0.8,0.9,0,0
DL,MCO,SFO,1,4,14,2412,0,0,0,59.7,12.9,0.019,10.0,0.6,0.8,26,1
WN,JFK,LAS,8,0,17,1826,0,1,0,64.6,7.4,0.068,9.36,0.9,0.55,0,0
AA,LAX,MCO,8,1,20,2244,0,0,0,90.5,4.7,0.022,8.31,0.75,0.6,0,0
DL,DFW,ORD,11,2,5,1153,0,0,1,35.3,8.4,0.041,6.12,0.7,0.85,88,1
WN,ORD,LAS,4,0,17,1931,0,1,0,70.9,8.7,0.028,10.0,0.85,0.55,0,0
DL,LAX,DFW,8,6,18,1732,1,1,0,54.8,1.3,0.053,10.0,0.75,0.7,45,1
AS,ORD,JFK,4,3,9,1889,0,0,0,47.3,17.2,0.087,9.09,0.85,0.9,51,1
AA,SFO,DEN,5,1,15,2587,0,0,0,72.4,15.3,0.034,5.5,0.8,0.6,0,0
B6,LAX,ORD,2,4,12,2099,0,0,0,52.5,7.7,0.094,7.31,0.75,0.85,0,0
WN,LAS,DEN,2,0,12,1590,0,0,0,58.3,18.1,0.043,9.94,0.55,0.6,42,1
AA,SFO,ORD,2,2,7,1887,0,1,0,58.0,12.3,0.018,9.47,0.8,0.85,0,0
B6,ATL,SEA,1,3,18,786,0,1,0,41.4,17.9,0.032,10.0,0.8,0.5,40,1
F9,LAX,MCO,6,5,11,2308,1,0,0,56.8,14.2,0.002,9.42,0.75,0.6,0,0
NK,DEN,JFK,6,1,9,1668,0,0,0,53.5,11.7,0.009,10.0,0.6,0.9,0,0
WN,DEN,ORD,6,1,14,1990,0,0,0,41.0,16.5,0.063,7.91,0.6,0.85,0,0
WN,DFW,SEA,2,2,12,2398,0,0,0,79.9,0.0,0.126,10.0,0.7,0.5,50,1
AA,JFK,ORD,3,3,19,1076,0,0,0,74.2,7.2,0.048,5.59,0.9,0.85,17,1
UA,DFW,ATL,3,3,19,2417,0,0,0,51.5,7.7,0.05,7.65,0.7,0.8,0,0
WN,LAS,LAX,12,5,14,587,1,0,1,53.1,11.5,0.044,10.0,0.55,0.75,0,0
WN,LAX,DFW,8,0,5,1271,0,0,0,61.3,6.9,0.094,5.61,0.75,0.7,0,0
B6,JFK,DFW,12,6,21,727,1,0,1,64.3,25.0,0.039,4.2,0.9,0.7,56,1
F9,JFK,MCO,7,2,9,635,0,0,0,43.1,4.5,0.041,8.98,0.9,0.6,0,0
UA,LAX,ATL,6,3,19,2522,0,0,0,56.5,7.0,0.059,9.23,0.75,0.8,0,0
AS,SEA,LAS,5,6,16,1227,1,1,0,58.3,15.4,0.008,10.0,0.5,0.55,0,0
WN,LAX,DFW,8,2,17,2553,0,1,0,53.7,6.0,0.019,9.67,0.75,0.7,0,0
UA,LAX,ATL,1,4,15,1976,0,0,0,65.6,10.7,0.0,4.06,0.75,0.8,0,0
B6,LAX,DEN,4,4,12,854,0,0,0,41.0,11.6,0.019,8.62,0.75,0.6,50,1
F9,DEN,ORD,7,3,17,1712,0,1,0,55.1,9.4,0.033,8.7,0.6,0.85,0,0
F9,LAS,JFK,2,4,10,1156,0,0,0,65.6,14.6,0.023,6.31,0.55,0.9,0,0
AS,DFW,SEA,4,3,19,732,0,0,0,50.2,10.9,0.03,9.39,0.7,0.5,0,0
B6,DEN,LAX,11,0,20,2192,0,0,1,88.8,12.1,0.053,9.91,0.6,0.75,0,0
WN,ORD,DFW,1,1,22,1415,0,0,0,50.6,10.7,0.027,7.33,0.85,0.7,0,0
F9,ORD,SEA,7,2,20,1430,0,0,0,70.4,1.4,0.013,10.0,0.85,0.5,0,0
UA,ORD,LAS,1,5,11,1997,1,0,0,58.1,10.1,0.032,8.89,0.85,0.55,0,0
DL,SFO,LAX,5,5,8,1775,1,1,0,49.1,7.2,0.021,9.02,0.8,0.75,48,1
UA,LAX,LAS,11,5,22,1716,1,0,1,70.5,3.4,0.002,7.78,0.75,0.55,0,0
AA,JFK,LAS,8,3,19,2120,0,0,0,83.1,0.6,0.022,5.38,0.9,0.55,0,0
DL,SFO,MCO,6,6,14,783,1,0,0,41.7,16.0,0.002,9.33,0.8,0.6,0,0
UA,DFW,DEN,1,0,11,247,0,0,0,61.4,8.2,0.064,8.1,0.7,0.6,0,0
AS,DEN,MCO,5,2,6,1316,0,0,0,33.6,6.8,0.029,8.45,0.6,0.6,0,0
DL,SEA,ORD,4,1,10,1646,0,0,0,43.8,8.3,0.014,9.1,0.5,0.85,0,0
UA,SFO,LAX,8,4,10,736,0,0,0,52.0,14.7,0.001,9.93,0.8,0.75,0,0
B6,DFW,SEA,2,6,5,1768,1,0,0,43.7,14.5,0.127,8.05,0.7,0.5,15,1
DL,LAX,SEA,1,2,20,1415,0,0,0,61.1,21.2,0.022,8.09,0.75,0.5,0,0
UA,LAX,SFO,8,2,15,2093,0,0,0,74.1,5.2,0.002,8.82,0.75,0.8,65,1
DL,LAX,DFW,5,6,18,656,1,1,0,59.1,11.4,0.002,8.38,0.75,0.7,107,1
B6,MCO,ORD,12,5,9,2343,1,0,1,33.6,24.3,0.009,8.26,0.6,0.85,15,1
DL,LAX,SFO,9,1,21,924,0,0,0,55.2,6.2,0.016,10.0,0.75,0.8,0,0
WN,DFW,JFK,4,2,11,748,0,0,0,58.6,0.9,0.003,10.0,0.7,0.9,0,0
B6,LAX,MCO,11,1,12,1595,0,0,1,71.3,12.4,0.091,7.37,0.75,0.6,19,1
AA,LAS,DEN,10,5,11,1282,1,0,0,10.7,7.8,0.062,8.96,0.55,0.6,0,0
AS,DEN,DFW,10,2,17,254,0,1,0,29.2,19.5,0.016,9.67,0.6,0.7,0,0
UA,SFO,LAS,3,2,16,2001,0,1,0,49.9,7.3,0.042,10.0,0.8,0.55,52,1
UA,SEA,JFK,2,3,9,1530,0,0,0,57.7,14.5,0.061,5.72,0.5,0.9,0,0
F9,ORD,DEN,3,4,8,994,0,1,0,90.1,12.9,0.007,7.28,0.85,0.6,0,0
AS,LAX,ATL,7,2,18,2430,0,1,0,52.8,4.8,0.033,4.11,0.75,0.8,89,1
B6,MCO,LAX,3,0,6,1050,0,0,0,78.3,2.9,0.058,7.32,0.6,0.75,0,0
DL,ATL,JFK,11,2,16,1757,0,1,1,27.5,0.0,0.036,10.0,0.8,0.9,0,0
F9,SEA,LAS,1,5,8,2339,1,1,0,36.8,13.2,0.096,8.03,0.5,0.55,53,1
AA,ATL,LAX,2,6,10,254,1,0,0,44.7,15.3,0.079,10.0,0.8,0.75,35,1
B6,ORD,MCO,6,1,11,1996,0,0,0,67.5,10.3,0.014,7.7,0.85,0.6,54,1
F9,SEA,DEN,2,0,18,375,0,1,0,36.8,3.7,0.064,9.23,0.5,0.6,0,0
AS,DFW,LAX,1,2,10,368,0,0,0,91.6,6.8,0.007,7.38,0.7,0.75,0,0
DL,ORD,MCO,1,0,11,663,0,0,0,66.0,10.5,0.103,9.58,0.85,0.6,0,0
B6,JFK,SFO,3,2,6,1890,0,0,0,74.5,9.9,0.02,10.0,0.9,0.8,0,0
B6,LAX,LAS,1,3,12,683,0,0,0,76.7,16.1,0.048,9.24,0.75,0.55,0,0
AS,LAX,SEA,11,6,15,1045,1,0,1,54.2,13.3,0.015,7.88,0.75,0.5,0,0
UA,LAX,LAS,4,0,18,986,0,1,0,29.7,10.6,0.038,7.44,0.75,0.55,0,0
WN,LAS,SEA,5,6,18,2401,1,1,0,71.9,5.6,0.109,9.34,0.55,0.5,0,0
WN,JFK,ORD,12,1,19,469,0,0,1,53.2,7.1,0.07,5.25,0.9,0.85,0,0
WN,JFK,LAS,9,6,18,2572,1,1,0,42.8,20.3,0.009,10.0,0.9,0.55,28,1
AA,JFK,ORD,5,4,5,2596,0,0,0,66.9,4.6,0.011,10.0,0.9,0.85,0,0
